Statistical Mechanics for Engineers	Isamu Kusaka	Chemistry and Materials Science	https://link.springer.com/openurl?genre=book&isbn=978-3-319-15018-5
The Gastrointestinal System	Po Sing Leung	Biomedical and Life Sciences	https://link.springer.com/openurl?genre=book&isbn=978-94-017-8771-0
Additive Manufacturing Technologies	Ian Gibson, David Rosen, Brent Stucker	Engineering	https://link.springer.com/openurl?genre=book&isbn=978-1-4939-2113-3
Magnetic Interactions in Molecules and Solids	Coen de Graaf, Ria Broer	Chemistry and Materials Science	https://link.springer.com/openurl?genre=book&isbn=978-3-319-22951-5
Electricity and Magnetism	Teruo Matsushita	Physics and Astronomy	https://link.springer.com/openurl?genre=book&isbn=978-4-431-54526-2
Survival Analysis	David G. Kleinbaum, Mitchel Klein	Mathematics and Statistics	https://link.springer.com/openurl?genre=book&isbn=978-1-4419-6646-9
Foundations of Quantum Mechanics	Travis Norsen	Physics and Astronomy	https://link.springer.com/openurl?genre=book&isbn=978-3-319-65867-4
An Introduction to Statistical Learning	Gareth James, Daniela Witten, Trevor Hastie, Robert Tibshirani	Mathematics and Statistics	https://link.springer.com/openurl?genre=book&isbn=978-1-4614-7138-7
Introduction to Mathematica® for Physicists	Andrey Grozin	Physics and Astronomy	https://link.springer.com/openurl?genre=book&isbn=978-3-319-00894-3
Statistical Learning from a Regression Perspective	Richard A. Berk	Mathematics and Statistics	https://link.springer.com/openurl?genre=book&isbn=978-3-319-44048-4
Applied Partial Differential Equations	J. David Logan	Mathematics and Statistics	https://link.springer.com/openurl?genre=book&isbn=978-3-319-12493-3
Principles of Astrophysics	Charles Keeton	Physics and Astronomy	https://link.springer.com/openurl?genre=book&isbn=978-1-4614-9236-8
Air Pollution and Greenhouse Gases	Zhongchao Tan	Energy	https://link.springer.com/openurl?genre=book&isbn=978-981-287-212-8
Polymer Synthesis: Theory and Practice	Dietrich Braun, Harald Cherdron, Matthias Rehahn, Helmut Ritter, Brigitte Voit	Chemistry and Materials Science	https://link.springer.com/openurl?genre=book&isbn=978-3-642-28980-4
Sustainable Supply Chains	Yann Bouchery, Charles J. Corbett, Jan C. Fransoo, Tarkan Tan	Business and Management	https://link.springer.com/openurl?genre=book&isbn=978-3-319-29791-0
Robotics	Bruno Siciliano, Lorenzo Sciavicco, Luigi Villani, Giuseppe Oriolo	Engineering	https://link.springer.com/openurl?genre=book&isbn=978-1-84628-642-1
Econometrics	Badi H. Baltagi	Business and Economics	https://link.springer.com/openurl?genre=book&isbn=978-3-642-20059-5
The Sea Floor	Eugen Seibold, Wolfgang Berger	Earth and Environmental Science	https://link.springer.com/openurl?genre=book&isbn=978-3-319-51412-3
SPSS for Starters and 2nd Levelers	Ton J. Cleophas, Aeilko H. Zwinderman	Biomedical and Life Sciences	https://link.springer.com/openurl?genre=book&isbn=978-3-319-20600-4
Regression Modeling Strategies	Frank E. Harrell , Jr.	Mathematics and Statistics	https://link.springer.com/openurl?genre=book&isbn=978-3-319-19425-7
Legal Dynamics of EU External Relations	Henri de Waele	Law and Criminology	https://link.springer.com/openurl?genre=book&isbn=978-3-662-54817-2
Food Analysis Laboratory Manual	S. Suzanne Nielsen	Chemistry and Materials Science	https://link.springer.com/openurl?genre=book&isbn=978-3-319-44127-6
Principles of Musical Acoustics	William M. Hartmann	Physics and Astronomy	https://link.springer.com/openurl?genre=book&isbn=978-1-4614-6786-1
Fundamentals of Structural Engineering	Jerome J. Connor, Susan Faraji	Engineering	https://link.springer.com/openurl?genre=book&isbn=978-3-319-24331-3
Basics of Laser Physics	Karl F. Renk	Physics and Astronomy	https://link.springer.com/openurl?genre=book&isbn=978-3-319-50651-7
Applied Quantitative Finance	Wolfgang Karl Härdle, Cathy Yi-Hsuan Chen, Ludger Overbeck	Mathematics and Statistics	https://link.springer.com/openurl?genre=book&isbn=978-3-662-54486-0
Handbook of Marriage and the Family	Gary W. Peterson, Kevin R. Bush	Humanities, Social Sciences and Law	https://link.springer.com/openurl?genre=book&isbn=978-1-4614-3987-5
Solid-State Physics	Harald Ibach, Hans Lüth	Physics and Astronomy	https://link.springer.com/openurl?genre=book&isbn=978-3-540-93804-0
Electrochemical Impedance Spectroscopy and its Applications	Andrzej Lasia	Chemistry and Materials Science	https://link.springer.com/openurl?genre=book&isbn=978-1-4614-8933-7
Economics as Applied Ethics	Wilfred Beckerman	Economics and Finance	https://link.springer.com/openurl?genre=book&isbn=978-3-319-50319-6
Electronics for Embedded Systems	Ahmet Bindal	Engineering	https://link.springer.com/openurl?genre=book&isbn=978-3-319-39439-8
Concise Guide to Software Engineering	Gerard O'Regan	Computer Science	https://link.springer.com/openurl?genre=book&isbn=978-3-319-57750-0
Fundamentals of Multimedia	Ze-Nian Li, Mark S. Drew, Jiangchuan Liu	Computer Science	https://link.springer.com/openurl?genre=book&isbn=978-3-319-05290-8
Logistics	Harald Gleissner, J. Christian Femerling	Business and Economics	https://link.springer.com/openurl?genre=book&isbn=978-3-319-01769-3
Group Theory Applied to Chemistry	Arnout Jozef Ceulemans	Chemistry and Materials Science	https://link.springer.com/openurl?genre=book&isbn=978-94-007-6863-5
The Psychology of Social Status	Joey T. Cheng, Jessica L. Tracy, Cameron Anderson	Behavioral Science	https://link.springer.com/openurl?genre=book&isbn=978-1-4939-0867-7
A Modern Introduction to Probability and Statistics	F.M. Dekking, C. Kraaikamp, H.P. Lopuhaä, L.E. Meester	Mathematics and Statistics	https://link.springer.com/openurl?genre=book&isbn=978-1-84628-168-6
Complex Analysis	Joseph Bak, Donald J. Newman	Mathematics and Statistics	https://link.springer.com/openurl?genre=book&isbn=978-1-4419-7288-0
Food Chemistry	H.-D. Belitz, Werner Grosch, Peter Schieberle	Chemistry and Materials Science	https://link.springer.com/openurl?genre=book&isbn=978-3-540-69934-7
Exam Survival Guide: Physical Chemistry	Jochen Vogt	Chemistry and Materials Science	https://link.springer.com/openurl?genre=book&isbn=978-3-319-49810-2
The Python Workbook	Ben Stephenson	Computer Science	https://link.springer.com/openurl?genre=book&isbn=978-3-319-14240-1
Practical Electrical Engineering	Sergey N. Makarov, Reinhold Ludwig, Stephen J. Bitar	Engineering	https://link.springer.com/openurl?genre=book&isbn=978-3-319-21173-2
Strategic Retail Management	Joachim Zentes, Dirk Morschett, Hanna Schramm-Klein	Business and Management	https://link.springer.com/openurl?genre=book&isbn=978-3-658-10183-1
Food Analysis	S. Suzanne Nielsen	Chemistry and Materials Science	https://link.springer.com/openurl?genre=book&isbn=978-3-319-45776-5
Psychoeducational Assessment and Report Writing	Stefan C. Dombrowski	Behavioral Science	https://link.springer.com/openurl?genre=book&isbn=978-1-4939-1911-6
Machine Learning in Medicine - a Complete Overview	Ton J. Cleophas, Aeilko H. Zwinderman	Biomedical and Life Sciences	https://link.springer.com/openurl?genre=book&isbn=978-3-319-15195-3
Evidence-Based Interventions for Children with Challenging Behavior	Kathleen Hague Armstrong, Julia A. Ogg, Ashley N. Sundman-Wheat, Audra St. John Walsh	Behavioral Science	https://link.springer.com/openurl?genre=book&isbn=978-1-4614-7807-2
Principles of Quantum Mechanics	R. Shankar	Physics and Astronomy	https://link.springer.com/openurl?genre=book&isbn=978-1-4757-0576-8
Recommender Systems	Charu C. Aggarwal	Computer Science	https://link.springer.com/openurl?genre=book&isbn=978-3-319-29659-3
Pharmaceutical Biotechnology	Daan J. A. Crommelin, Robert D. Sindelar, Bernd Meibohm	Biomedical and Life Sciences	https://link.springer.com/openurl?genre=book&isbn=978-1-4614-6486-0
Python Programming Fundamentals	Kent D. Lee	Computer Science	https://link.springer.com/openurl?genre=book&isbn=978-1-4471-6642-9
The Finite Element Method and Applications in Engineering Using ANSYS®	Erdogan Madenci, Ibrahim Guven	Engineering	https://link.springer.com/openurl?genre=book&isbn=978-1-4899-7550-8
Group Theory	Mildred S. Dresselhaus, Gene Dresselhaus, Ado Jorio	Physics and Astronomy	https://link.springer.com/openurl?genre=book&isbn=978-3-540-32899-5
Object-Oriented Analysis, Design and Implementation	Brahma Dathan, Sarnath Ramnath	Computer Science	https://link.springer.com/openurl?genre=book&isbn=978-3-319-24280-4
Introduction to Embedded Systems	Manuel Jiménez, Rogelio Palomera, Isidoro Couvertier	Engineering	https://link.springer.com/openurl?genre=book&isbn=978-1-4614-3143-5
Elementary Mechanics Using Matlab	Anders Malthe-Sørenssen	Physics and Astronomy	https://link.springer.com/openurl?genre=book&isbn=978-3-319-19587-2
An Introduction to Biomechanics	Jay D. Humphrey, Sherry L. O’Rourke	Biomedical and Life Sciences	https://link.springer.com/openurl?genre=book&isbn=978-1-4939-2623-7
New Introduction to Multiple Time Series Analysis	Helmut Lütkepohl	Business and Economics	https://link.springer.com/openurl?genre=book&isbn=978-3-540-27752-1
Introduction to Data Science	Laura Igual, Santi Seguí	Computer Science	https://link.springer.com/openurl?genre=book&isbn=978-3-319-50017-1
Calculus With Applications	Peter D. Lax, Maria Shea Terrell	Mathematics and Statistics	https://link.springer.com/openurl?genre=book&isbn=978-1-4614-7946-8
An Introduction to Soil Mechanics	Arnold Verruijt	Earth and Environmental Science	https://link.springer.com/openurl?genre=book&isbn=978-3-319-61185-3
Game Theory	Hans Peters	Business and Economics	https://link.springer.com/openurl?genre=book&isbn=978-3-662-46950-7
Fundamentals of Clinical Trials	Lawrence M. Friedman, Curt D. Furberg, David L. DeMets, David M. Reboussin, Christopher B. Granger	Mathematics and Statistics	https://link.springer.com/openurl?genre=book&isbn=978-3-319-18539-2
The Finite Volume Method in Computational Fluid Dynamics	F. Moukalled, L. Mangani, M. Darwish	Engineering	https://link.springer.com/openurl?genre=book&isbn=978-3-319-16874-6
The ASCRS Textbook of Colon and Rectal Surgery	Scott R. Steele, Tracy L. Hull, Thomas E. Read, Theodore J. Saclarides, Anthony J. Senagore, Charles B. Whitlow	Medicine	https://link.springer.com/openurl?genre=book&isbn=978-3-319-25970-3
Applied Predictive Modeling	Max Kuhn, Kjell Johnson	Mathematics and Statistics	https://link.springer.com/openurl?genre=book&isbn=978-1-4614-6849-3
Introduction to Logic Circuits & Logic Design with VHDL 	Brock J. LaMeres	Engineering	https://link.springer.com/openurl?genre=book&isbn=978-3-319-34195-8
Sustainability Science	Harald Heinrichs, Pim Martens, Gerd Michelsen, Arnim Wiek	Earth and Environmental Science	https://link.springer.com/openurl?genre=book&isbn=978-94-017-7242-6
Physical Chemistry from a Different Angle	Georg Job, Regina Rüffler	Chemistry and Materials Science	https://link.springer.com/openurl?genre=book&isbn=978-3-319-15666-8
The Physics of Semiconductors	Marius Grundmann	Physics and Astronomy	https://link.springer.com/openurl?genre=book&isbn=978-3-319-23880-7
Energy Harvesting and Energy Efficiency	Nicu Bizon, Naser Mahdavi Tabatabaei, Frede Blaabjerg, Erol Kurt	Energy	https://link.springer.com/openurl?genre=book&isbn=978-3-319-49875-1
Python For ArcGIS	Laura Tateosian	Earth and Environmental Science	https://link.springer.com/openurl?genre=book&isbn=978-3-319-18398-5
Statics and Mechanics of Structures	Steen Krenk, Jan Høgsberg	Engineering	https://link.springer.com/openurl?genre=book&isbn=978-94-007-6113-1
Real Analysis	Miklós Laczkovich, Vera T. Sós	Mathematics and Statistics	https://link.springer.com/openurl?genre=book&isbn=978-1-4939-2766-1
MATLAB for Psychologists	Mauro Borgo, Alessandro Soranzo, Massimo Grassi	Behavioral Science	https://link.springer.com/openurl?genre=book&isbn=978-1-4614-2197-9
Physical Asset Management	Nicholas Anthony John Hastings	Business and Economics	https://link.springer.com/openurl?genre=book&isbn=978-3-319-14777-2
Essentials of Food Science	Vickie A. Vaclavik, Elizabeth W. Christian	Chemistry and Materials Science	https://link.springer.com/openurl?genre=book&isbn=978-1-4614-9138-5
Quantum Mechanics	K.T. Hecht	Physics and Astronomy	https://link.springer.com/openurl?genre=book&isbn=978-1-4612-1272-0
Probability Theory	Achim Klenke	Mathematics and Statistics	https://link.springer.com/openurl?genre=book&isbn=978-1-4471-5361-0
Concise Guide to Databases	Peter Lake, Paul Crowther	Computer Science	https://link.springer.com/openurl?genre=book&isbn=978-1-4471-5601-7
Digital Image Processing	Wilhelm Burger, Mark J. Burge	Computer Science	https://link.springer.com/openurl?genre=book&isbn=978-1-4471-6684-9
Chemical and Bioprocess Engineering	Ricardo Simpson, Sudhir K. Sastry	Chemistry and Materials Science	https://link.springer.com/openurl?genre=book&isbn=978-1-4614-9126-2
Transmission Electron Microscopy	David B. Williams, C. Barry Carter	Physics and Astronomy	https://link.springer.com/openurl?genre=book&isbn=978-1-4757-2519-3
Guide to Computer Network Security	Joseph Migga Kizza	Computer Science	https://link.springer.com/openurl?genre=book&isbn=978-3-319-55606-2
Introduction to Law	Jaap Hage, Antonia Waltermann, Bram Akkermans	Law and Criminology	https://link.springer.com/openurl?genre=book&isbn=978-3-319-57252-9
Advanced Quantum Mechanics	RAINER DICK	Physics and Astronomy	https://link.springer.com/openurl?genre=book&isbn=978-3-319-25675-7
Bayesian Essentials with R	Jean-Michel Marin, Christian P. Robert	Mathematics and Statistics	https://link.springer.com/openurl?genre=book&isbn=978-1-4614-8687-9
Robotics, Vision and Control	Peter Corke	Engineering	https://link.springer.com/openurl?genre=book&isbn=978-3-642-20144-8
Applied Chemistry	Oleg Roussak, H. D. Gesser	Chemistry and Materials Science	https://link.springer.com/openurl?genre=book&isbn=978-1-4614-4262-2
Advanced Organic Chemistry	Francis A. Carey, Richard J. Sundberg	Chemistry and Materials Science	https://link.springer.com/openurl?genre=book&isbn=978-0-387-44899-2
Advanced Organic Chemistry	Francis A. Carey, Richard J. Sundberg	Chemistry and Materials Science	https://link.springer.com/openurl?genre=book&isbn=978-0-387-71481-3
International Humanitarian Action	Hans-Joachim Heintze, Pierre Thielbörger	Law and Criminology	https://link.springer.com/openurl?genre=book&isbn=978-3-319-14454-2
Breast Cancer	Umberto Veronesi, Aron Goldhirsch, Paolo Veronesi, Oreste Davide Gentilini, Maria Cristina Leonardi	Medicine	https://link.springer.com/openurl?genre=book&isbn=978-3-319-48848-6
Travel Marketing, Tourism Economics and the Airline Product	Mark Anthony Camilleri	Business and Management	https://link.springer.com/openurl?genre=book&isbn=978-3-319-49849-2
Electronic Commerce 2018	Efraim Turban, Jon Outland, David King, Jae Kyu Lee, Ting-Peng Liang, Deborrah C. Turban	Business and Management	https://link.springer.com/openurl?genre=book&isbn=978-3-319-58715-8
Disability and Vocational Rehabilitation in Rural Settings	Debra A. Harley, Noel A. Ysasi, Malachy L. Bishop, Allison R. Fleming	Social Sciences	https://link.springer.com/openurl?genre=book&isbn=978-3-319-64786-9
Teaching Medicine and Medical Ethics Using Popular Culture	Evie Kendal, Basia Diug	Literature, Cultural and Media Studies	https://link.springer.com/openurl?genre=book&isbn=978-3-319-65451-5
Market Research	Erik Mooi, Marko Sarstedt, Irma Mooi-Reci	Business and Management	https://link.springer.com/openurl?genre=book&isbn=978-981-10-5218-7
Scanning Electron Microscopy and X-Ray Microanalysis	Joseph I. Goldstein, Dale E. Newbury, Joseph R. Michael, Nicholas W.M. Ritchie, John Henry J. Scott, David C. Joy	Chemistry and Materials Science	https://link.springer.com/openurl?genre=book&isbn=978-1-4939-6676-9
ArcGIS for Environmental and Water Issues	William Bajjali	Earth and Environmental Science	https://link.springer.com/openurl?genre=book&isbn=978-3-319-61158-7
Physics from Symmetry	Jakob Schwichtenberg	Physics and Astronomy	https://link.springer.com/openurl?genre=book&isbn=978-3-319-66631-0
Communication and Bioethics at the End of Life	Lori A. Roscoe, David P. Schenck	Religion and Philosophy	https://link.springer.com/openurl?genre=book&isbn=978-3-319-70920-8
Foundations of Programming Languages	Kent D. Lee	Computer Science	https://link.springer.com/openurl?genre=book&isbn=978-3-319-70790-7
Problems in Classical Electromagnetism	Andrea Macchi, Giovanni Moruzzi, Francesco Pegoraro	Physics and Astronomy	https://link.springer.com/openurl?genre=book&isbn=978-3-319-63133-2
Polymer Chemistry	Sebastian Koltzenburg, Michael Maskos, Oskar Nuyken	Chemistry and Materials Science	https://link.springer.com/openurl?genre=book&isbn=978-3-662-49279-6
Probability and Statistics for Computer Science	David Forsyth	Computer Science	https://link.springer.com/openurl?genre=book&isbn=978-3-319-64410-3
Empathetic Space on Screen	Amedeo D'Adamo	Literature, Cultural and Media Studies	https://link.springer.com/openurl?genre=book&isbn=978-3-319-66772-0
Political Social Work	Shannon R. Lane, Suzanne Pritzker	Social Sciences	https://link.springer.com/openurl?genre=book&isbn=978-3-319-68588-5
Introductory Quantum Mechanics	Paul R. Berman	Physics and Astronomy	https://link.springer.com/openurl?genre=book&isbn=978-3-319-68598-4
Guide to Competitive Programming	Antti Laaksonen	Computer Science	https://link.springer.com/openurl?genre=book&isbn=978-3-319-72547-5
Introduction to Artificial Intelligence	Wolfgang Ertel	Computer Science	https://link.springer.com/openurl?genre=book&isbn=978-3-319-58487-4
Bioinformatics for Evolutionary Biologists	Bernhard Haubold, Angelika Börsch-Haubold	Biomedical and Life Sciences	https://link.springer.com/openurl?genre=book&isbn=978-3-319-67395-0
Concepts, Methods and Practical Applications in Applied Demography	Richard K. Thomas	Social Sciences	https://link.springer.com/openurl?genre=book&isbn=978-3-319-65439-3
Introduction to Deep Learning	Sandro Skansi	Computer Science	https://link.springer.com/openurl?genre=book&isbn=978-3-319-73004-2
Energy and the Wealth of Nations	Charles A.S. Hall, Kent Klitgaard	Energy	https://link.springer.com/openurl?genre=book&isbn=978-3-319-66219-0
A Beginner's Guide to Scala, Object Orientation and Functional Programming	John Hunt	Computer Science	https://link.springer.com/openurl?genre=book&isbn=978-3-319-75771-1
Lessons on Synthetic Bioarchitectures	Eva-Kathrin Ehmoser-Sinner, Cherng-Wen Darren Tan	Biomedical and Life Sciences	https://link.springer.com/openurl?genre=book&isbn=978-3-319-73123-0
Managing Sustainable Business	Gilbert G. Lenssen, N. Craig Smith	Business and Management	https://link.springer.com/openurl?genre=book&isbn=978-94-024-1144-7
Engineering Mechanics 2	Dietmar Gross, Werner Hauger, Jörg Schröder, Wolfgang A. Wall, Javier Bonet	Engineering	https://link.springer.com/openurl?genre=book&isbn=978-3-662-56272-7
Fundamentals of Business Process Management	Marlon Dumas, Marcello La Rosa, Jan Mendling, Hajo A. Reijers	Computer Science	https://link.springer.com/openurl?genre=book&isbn=978-3-662-56509-4
Clinical Methods in Medical Family Therapy	Tai Mendenhall, Angela Lamson, Jennifer Hodgson, Macaran Baird	Behavioral Science and Psychology	https://link.springer.com/openurl?genre=book&isbn=978-3-319-68834-3
Guide to Scientific Computing in C++	Joe Pitt-Francis, Jonathan Whiteley	Computer Science	https://link.springer.com/openurl?genre=book&isbn=978-3-319-73132-2
Motivation and Action 	Jutta Heckhausen, Heinz Heckhausen	Behavioral Science and Psychology	https://link.springer.com/openurl?genre=book&isbn=978-3-319-65094-4
Perspectives on Elderly Crime and Victimization	Peter C. Kratcoski, Maximilian Edelbacher	Law and Criminology	https://link.springer.com/openurl?genre=book&isbn=978-3-319-72682-3
Knowledge Management	Klaus North, Gita Kumta	Business and Management	https://link.springer.com/openurl?genre=book&isbn=978-3-319-59978-6
An Introduction to Zooarchaeology	Diane Gifford-Gonzalez	Social Sciences	https://link.springer.com/openurl?genre=book&isbn=978-3-319-65682-3
Abstract Algebra	Gregory T. Lee	Mathematics and Statistics	https://link.springer.com/openurl?genre=book&isbn=978-3-319-77649-1
Criminal Justice and Mental Health	Jada Hector, David Khey	Law and Criminology	https://link.springer.com/openurl?genre=book&isbn=978-3-319-76442-9
Philosophy of Race	Naomi Zack	Religion and Philosophy	https://link.springer.com/openurl?genre=book&isbn=978-3-319-78729-9
Of Cigarettes, High Heels, and Other Interesting Things	Marcel Danesi	Literature, Cultural and Media Studies	https://link.springer.com/openurl?genre=book&isbn=978-1-349-95348-6
Applied Bioinformatics	Paul M. Selzer, Richard J. Marhöfer, Oliver Koch	Biomedical and Life Sciences	https://link.springer.com/openurl?genre=book&isbn=978-3-319-68301-0
Linear Algebra and Analytic Geometry for Physical Sciences	Giovanni Landi, Alessandro Zampini	Physics and Astronomy	https://link.springer.com/openurl?genre=book&isbn=978-3-319-78361-1
Building Energy Modeling with OpenStudio	Larry Brackney, Andrew Parker, Daniel Macumber, Kyle Benne	Energy	https://link.springer.com/openurl?genre=book&isbn=978-3-319-77809-9
Customer Relationship Management	V. Kumar, Werner Reinartz	Business and Management	https://link.springer.com/openurl?genre=book&isbn=978-3-662-55381-7
The A-Z of the PhD Trajectory	Eva O. L. Lantsoght	Education	https://link.springer.com/openurl?genre=book&isbn=978-3-319-77425-1
Strategic Human Resource Management and Employment Relations	Ashish Malik	Business and Management	https://link.springer.com/openurl?genre=book&isbn=978-981-13-0399-9
Applied Linear Algebra	Peter J. Olver, Chehrzad Shakiban	Mathematics and Statistics	https://link.springer.com/openurl?genre=book&isbn=978-3-319-91041-3
Witnessing Torture	Alexandra S. Moore, Elizabeth Swanson	Literature, Cultural and Media Studies	https://link.springer.com/openurl?genre=book&isbn=978-3-319-74965-5
Proofs from THE BOOK	Martin Aigner, Günter M. Ziegler	Mathematics and Statistics	https://link.springer.com/openurl?genre=book&isbn=978-3-662-57265-8
Introduction to General Relativity	Cosimo Bambi	Physics and Astronomy	https://link.springer.com/openurl?genre=book&isbn=978-981-13-1090-4
Introduction to Particle and Astroparticle Physics	Alessandro De Angelis, Mário Pimenta	Physics and Astronomy	https://link.springer.com/openurl?genre=book&isbn=978-3-319-78181-5
Fundamentals of Java Programming	Mitsunori Ogihara	Computer Science	https://link.springer.com/openurl?genre=book&isbn=978-3-319-89491-1
Optimization of Process Flowsheets through Metaheuristic Techniques 	José María Ponce-Ortega, Luis Germán Hernández-Pérez	Intelligent Technologies and Robotics	https://link.springer.com/openurl?genre=book&isbn=978-3-319-91722-1
Robotics	Matjaž Mihelj, Tadej Bajd, Aleš Ude, Jadran Lenarčič, Aleš Stanovnik, Marko Munih, Jure Rejc, Sebastjan Šlajpah	Intelligent Technologies and Robotics	https://link.springer.com/openurl?genre=book&isbn=978-3-319-72911-4
Business Ethics - A Philosophical and Behavioral Approach	Christian A. Conrad	Religion and Philosophy	https://link.springer.com/openurl?genre=book&isbn=978-3-319-91575-3
A First Introduction to Quantum Physics	Pieter Kok	Physics and Astronomy	https://link.springer.com/openurl?genre=book&isbn=978-3-319-92207-2
Argumentation Theory: A Pragma-Dialectical Perspective	Frans H. van Eemeren	Religion and Philosophy	https://link.springer.com/openurl?genre=book&isbn=978-3-319-95381-6
Logical Foundations of Cyber-Physical Systems	André Platzer	Computer Science	https://link.springer.com/openurl?genre=book&isbn=978-3-319-63588-0
Off-Grid Electrical Systems in Developing Countries	Henry Louie	Energy	https://link.springer.com/openurl?genre=book&isbn=978-3-319-91890-7
Entertainment Science	Thorsten Hennig-Thurau, Mark B. Houston	Business and Management	https://link.springer.com/openurl?genre=book&isbn=978-3-319-89292-4
Physics of Oscillations and Waves	Arnt Inge Vistnes	Physics and Astronomy	https://link.springer.com/openurl?genre=book&isbn=978-3-319-72314-3
Introduction to Programming with Fortran	Ian Chivers, Jane Sleightholme	Computer Science	https://link.springer.com/openurl?genre=book&isbn=978-3-319-75502-1
Fundamentals of Solid State Engineering	Manijeh Razeghi	Engineering	https://link.springer.com/openurl?genre=book&isbn=978-3-319-75708-7
Introduction to Digital Systems Design	Giuliano Donzellini, Luca Oneto, Domenico Ponta, Davide Anguita	Engineering	https://link.springer.com/openurl?genre=book&isbn=978-3-319-92804-3
Neural Networks and Deep Learning	Charu C. Aggarwal	Computer Science	https://link.springer.com/openurl?genre=book&isbn=978-3-319-94463-0
Data Science and Predictive Analytics	Ivo D. Dinov	Computer Science	https://link.springer.com/openurl?genre=book&isbn=978-3-319-72347-1
Systems Programming in Unix/Linux	K.C. Wang	Computer Science	https://link.springer.com/openurl?genre=book&isbn=978-3-319-92429-8
Analytical Corporate Finance	Angelo Corelli	Business and Management	https://link.springer.com/openurl?genre=book&isbn=978-3-319-95762-3
Fraud and Corruption	Peter C. Kratcoski, Maximilian Edelbacher	Law and Criminology	https://link.springer.com/openurl?genre=book&isbn=978-3-319-92333-8
Conferencing and Presentation English for Young Academics	Michael Guest	Education	https://link.springer.com/openurl?genre=book&isbn=978-981-13-2475-8
A Concise Guide to Market Research	Marko Sarstedt, Erik Mooi	Business and Management	https://link.springer.com/openurl?genre=book&isbn=978-3-662-56707-4
Global Supply Chain and Operations Management	Dmitry Ivanov, Alexander Tsipoulanidis, Jörn Schönberger	Business and Management	https://link.springer.com/openurl?genre=book&isbn=978-3-319-94313-8
Introduction to Parallel Computing	Roman Trobec, Boštjan Slivnik, Patricio Bulić, Borut Robič	Computer Science	https://link.springer.com/openurl?genre=book&isbn=978-3-319-98833-7
Mathematical Logic	Roman Kossak	Religion and Philosophy	https://link.springer.com/openurl?genre=book&isbn=978-3-319-97298-5
Stability and Control of Linear Systems	Andrea Bacciotti	Intelligent Technologies and Robotics	https://link.springer.com/openurl?genre=book&isbn=978-3-030-02405-5
Introduction to Formal Philosophy	Sven Ove Hansson, Vincent F. Hendricks	Religion and Philosophy	https://link.springer.com/openurl?genre=book&isbn=978-3-319-77434-3
Analysis for Computer Scientists	Michael Oberguggenberger, Alexander Ostermann	Computer Science	https://link.springer.com/openurl?genre=book&isbn=978-3-319-91155-7
International Business Management	Kamal Fatehi, Jeongho Choi	Business and Management	https://link.springer.com/openurl?genre=book&isbn=978-3-319-96622-9
Research Methods for the Digital Humanities	lewis levenberg, Tai Neilson, David Rheams	Literature, Cultural and Media Studies	https://link.springer.com/openurl?genre=book&isbn=978-3-319-96713-4
Introductory Computer Forensics	Xiaodong Lin	Computer Science	https://link.springer.com/openurl?genre=book&isbn=978-3-030-00581-8
Control Engineering	László Keviczky, Ruth Bars, Jenő Hetthéssy, Csilla Bányász	Intelligent Technologies and Robotics	https://link.springer.com/openurl?genre=book&isbn=978-981-10-8297-9
Control Engineering: MATLAB Exercises	László Keviczky, Ruth Bars, Jenő Hetthéssy, Csilla Bányász	Intelligent Technologies and Robotics	https://link.springer.com/openurl?genre=book&isbn=978-981-10-8321-1
ENZYMES: Catalysis, Kinetics and Mechanisms	N.S. Punekar	Biomedical and Life Sciences	https://link.springer.com/openurl?genre=book&isbn=978-981-13-0785-0
Automatic Control with Experiments	Victor Manuel Hernández-Guzmán, Ramón Silva-Ortigoza	Intelligent Technologies and Robotics	https://link.springer.com/openurl?genre=book&isbn=978-3-319-75804-6
Internet of Things From Hype to Reality	Ammar Rayes, Samer Salam	Engineering	https://link.springer.com/openurl?genre=book&isbn=978-3-319-99516-8
Quantitative Methods for the Social Sciences	Daniel Stockemer	Social Sciences	https://link.springer.com/openurl?genre=book&isbn=978-3-319-99118-4
A Pythagorean Introduction to Number Theory	Ramin Takloo-Bighash	Mathematics and Statistics	https://link.springer.com/openurl?genre=book&isbn=978-3-030-02604-2
Philosophical and Mathematical Logic	Harrie de Swart	Religion and Philosophy	https://link.springer.com/openurl?genre=book&isbn=978-3-030-03255-5
Structural Dynamics	Mario Paz, Young Hoon Kim	Engineering	https://link.springer.com/openurl?genre=book&isbn=978-3-319-94743-3
Plant Physiology, Development and Metabolism	Satish C Bhatla, Manju A. Lal	Biomedical and Life Sciences	https://link.springer.com/openurl?genre=book&isbn=978-981-13-2023-1
Quantum Mechanics for Pedestrians 1	Jochen Pade	Physics and Astronomy	https://link.springer.com/openurl?genre=book&isbn=978-3-030-00464-4
Plant Anatomy	Richard Crang, Sheila Lyons-Sobaski, Robert Wise	Biomedical and Life Sciences	https://link.springer.com/openurl?genre=book&isbn=978-3-319-77315-5
Quantum Mechanics for Pedestrians 2	Jochen Pade	Physics and Astronomy	https://link.springer.com/openurl?genre=book&isbn=978-3-030-00467-5
Excel Data Analysis	Hector Guerrero	Business and Management	https://link.springer.com/openurl?genre=book&isbn=978-3-030-01279-3
